league,season,team,player,standard_nation,standard_pos,standard_age,standard_born,standard_Playing Time_MP,standard_Playing Time_Starts,standard_Playing Time_Min,standard_Playing Time_90s,standard_Performance_Gls,standard_Performance_Ast,standard_Performance_G+A,standard_Performance_G-PK,standard_Performance_PK,standard_Performance_PKatt,standard_Performance_CrdY,standard_Performance_CrdR,standard_Per 90 Minutes_Gls,standard_Per 90 Minutes_Ast,standard_Per 90 Minutes_G+A,standard_Per 90 Minutes_G-PK,standard_Per 90 Minutes_G+A-PK,shooting_nation,shooting_pos,shooting_age,shooting_born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_PK,shooting_Standard_PKatt,misc_nation,misc_pos,misc_age,misc_born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG
ENG-Premier League,2425,Arsenal,Bukayo Saka,ENG,"FW,MF",22,2001,25,20,1729,19.2,6,10,16,5,1,1,3,0,0.31,0.52,0.83,0.26,0.78,ENG,"FW,MF",22,2001,19.2,6,67,23,34.3,3.49,1.2,0.07,0.22,1,1,ENG,"FW,MF",22,2001,19.2,3,0,0,15,39,7,115,3,15,,,0
ENG-Premier League,2425,Arsenal,Ethan Nwaneri,ENG,"FW,MF",17,2007,26,11,895,9.9,4,2,6,4,0,0,1,0,0.4,0.2,0.6,0.4,0.6,ENG,"FW,MF",17,2007,9.9,4,24,9,37.5,2.41,0.91,0.17,0.44,0,0,ENG,"FW,MF",17,2007,9.9,1,0,0,10,5,6,54,3,6,,,0
ENG-Premier League,2425,Arsenal,Gabriel Jesus,BRA,FW,27,1997,17,6,608,6.8,3,0,3,3,0,0,4,0,0.44,0.0,0.44,0.44,0.44,BRA,FW,27,1997,6.8,3,20,8,40.0,2.96,1.18,0.15,0.38,0,0,BRA,FW,27,1997,6.8,4,0,0,14,10,9,6,5,6,,,0
ENG-Premier League,2425,Arsenal,Gabriel Martinelli,BRA,"FW,MF",23,2001,33,25,2290,25.4,8,4,12,8,0,0,1,0,0.31,0.16,0.47,0.31,0.47,BRA,"FW,MF",23,2001,25.4,8,56,25,44.6,2.2,0.98,0.14,0.32,0,0,BRA,"FW,MF",23,2001,25.4,1,0,0,16,21,8,90,4,15,,,0
ENG-Premier League,2425,Arsenal,Kai Havertz,GER,FW,25,1999,23,21,1875,20.8,9,3,12,9,0,0,5,0,0.43,0.14,0.58,0.43,0.58,GER,FW,25,1999,20.8,9,53,21,39.6,2.54,1.01,0.17,0.43,0,0,GER,FW,25,1999,20.8,5,0,0,38,23,14,11,5,8,,,0
ENG-Premier League,2425,Arsenal,Leandro Trossard,BEL,FW,29,1994,38,28,2546,28.3,8,7,15,8,0,0,4,1,0.28,0.25,0.53,0.28,0.53,BEL,FW,29,1994,28.3,8,72,22,30.6,2.55,0.78,0.11,0.36,0,0,BEL,FW,29,1994,28.3,4,1,1,27,46,6,80,10,18,,,0
ENG-Premier League,2425,Arsenal,Mikel Merino,ESP,"MF,FW",28,1996,28,17,1586,17.6,7,2,9,7,0,0,4,1,0.4,0.11,0.51,0.4,0.51,ESP,"MF,FW",28,1996,17.6,7,38,15,39.5,2.16,0.85,0.18,0.47,0,0,ESP,"MF,FW",28,1996,17.6,4,1,1,41,23,7,12,16,28,,,0
ENG-Premier League,2425,Arsenal,Nathan Butler-Oyedeji,ENG,FW,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,FW,21,2003,0.1,0,1,1,100.0,12.86,12.86,0.0,0.0,0,0,ENG,FW,21,2003,0.1,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Arsenal,Raheem Sterling,ENG,"FW,MF",29,1994,17,7,499,5.5,0,2,2,0,0,0,1,0,0.0,0.36,0.36,0.0,0.36,ENG,"FW,MF",29,1994,5.5,0,11,0,0.0,1.98,0.0,0.0,,0,0,ENG,"FW,MF",29,1994,5.5,1,0,0,12,8,4,16,1,4,,,0
ENG-Premier League,2425,Arsenal,Reiss Nelson,ENG,"FW,MF",24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,"FW,MF",24,1999,0.0,0,0,0,,0.0,0.0,,,0,0,ENG,"FW,MF",24,1999,0.0,0,0,0,1,1,0,0,0,1,,,0
ENG-Premier League,2425,Aston Villa,Emi Buendía,ARG,"FW,MF",27,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,"FW,MF",27,1996,1.1,0,5,0,0.0,4.59,0.0,0.0,,0,0,ARG,"FW,MF",27,1996,1.1,1,0,0,4,6,0,0,0,5,,,0
ENG-Premier League,2425,Aston Villa,Jáder Durán,COL,FW,20,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,0.99,0.0,0.99,0.99,0.99,COL,FW,20,2003,7.1,7,31,15,48.4,4.37,2.12,0.23,0.47,0,0,COL,FW,20,2003,7.1,3,1,0,14,15,5,3,0,7,,,0
ENG-Premier League,2425,Aston Villa,Marcus Rashford,ENG,"FW,MF",26,1997,10,4,444,4.9,2,2,4,1,1,1,0,0,0.41,0.41,0.81,0.2,0.61,ENG,"FW,MF",26,1997,4.9,2,19,7,36.8,3.85,1.42,0.05,0.14,1,1,ENG,"FW,MF",26,1997,4.9,0,0,0,1,3,1,28,1,7,,,0
ENG-Premier League,2425,Aston Villa,Ollie Watkins,ENG,FW,28,1995,38,31,2598,28.9,16,8,24,14,2,2,2,0,0.55,0.28,0.83,0.48,0.76,ENG,FW,28,1995,28.9,16,84,40,47.6,2.91,1.39,0.17,0.35,2,2,ENG,FW,28,1995,28.9,2,0,0,29,33,16,7,7,7,,,0
ENG-Premier League,2425,Bournemouth,Dango Ouattara,BFA,"MF,FW",22,2002,32,21,2005,22.3,7,4,11,7,0,0,3,0,0.31,0.18,0.49,0.31,0.49,BFA,"MF,FW",22,2002,22.3,7,62,20,32.3,2.78,0.9,0.11,0.35,0,0,BFA,"MF,FW",22,2002,22.3,3,0,0,16,19,13,88,11,26,,,0
ENG-Premier League,2425,Bournemouth,Daniel Jebbison,CAN,FW,20,2003,16,0,119,1.3,1,0,1,1,0,0,1,0,0.76,0.0,0.76,0.76,0.76,CAN,FW,20,2003,1.3,1,5,2,40.0,3.78,1.51,0.2,0.5,0,0,CAN,FW,20,2003,1.3,1,0,0,2,4,0,3,1,3,,,0
ENG-Premier League,2425,Bournemouth,Enes Ünal,TUR,FW,27,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,0.52,0.26,0.78,0.52,0.78,TUR,FW,27,1997,3.8,2,19,7,36.8,4.96,1.83,0.11,0.29,0,0,TUR,FW,27,1997,3.8,2,0,0,6,9,2,4,0,0,,,0
ENG-Premier League,2425,Bournemouth,Evanilson,BRA,FW,24,1999,31,28,2319,25.8,10,1,11,10,0,1,1,1,0.39,0.04,0.43,0.39,0.43,BRA,FW,24,1999,25.8,10,73,32,43.8,2.83,1.24,0.14,0.31,0,1,BRA,FW,24,1999,25.8,1,1,0,37,53,20,1,2,9,,,0
ENG-Premier League,2425,Bournemouth,Remy Rees-Dottin,ENG,FW,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,FW,18,2006,0.0,0,0,0,,0.0,0.0,,,0,0,ENG,FW,18,2006,0.0,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Brentford,Bryan Mbeumo,CMR,"MF,FW",24,1999,38,38,3414,37.9,20,7,27,15,5,6,3,0,0.53,0.18,0.71,0.4,0.58,CMR,"MF,FW",24,1999,37.9,20,85,41,48.2,2.24,1.08,0.18,0.37,5,6,CMR,"MF,FW",24,1999,37.9,3,0,0,25,44,11,200,11,30,,,0
ENG-Premier League,2425,Brentford,Fabio Carvalho,POR,"FW,MF",21,2002,19,3,455,5.1,2,1,3,2,0,0,1,0,0.4,0.2,0.59,0.4,0.59,POR,"FW,MF",21,2002,5.1,2,12,6,50.0,2.37,1.19,0.17,0.33,0,0,POR,"FW,MF",21,2002,5.1,1,0,0,5,10,1,10,3,9,,,0
ENG-Premier League,2425,Brentford,Igor Thiago,BRA,FW,23,2001,8,1,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,BRA,FW,23,2001,1.9,0,2,0,0.0,1.03,0.0,0.0,,0,0,BRA,FW,23,2001,1.9,0,0,0,3,3,1,2,1,3,,,0
ENG-Premier League,2425,Brentford,Kevin Schade,GER,"MF,FW",22,2001,38,26,2293,25.5,11,2,13,11,0,0,3,0,0.43,0.08,0.51,0.43,0.51,GER,"MF,FW",22,2001,25.5,11,55,27,49.1,2.16,1.06,0.2,0.41,0,0,GER,"MF,FW",22,2001,25.5,3,0,0,21,38,13,39,5,26,,,0
ENG-Premier League,2425,Brentford,Yoane Wissa,COD,FW,27,1996,35,34,2919,32.4,19,4,23,19,0,0,5,0,0.59,0.12,0.71,0.59,0.71,COD,FW,27,1996,32.4,19,90,43,47.8,2.77,1.33,0.21,0.44,0,0,COD,FW,27,1996,32.4,5,0,0,33,51,14,19,8,13,,,0
ENG-Premier League,2425,Brighton,Brajan Gruda,GER,"MF,FW",20,2004,21,8,687,7.6,1,4,5,1,0,0,0,0,0.13,0.52,0.66,0.13,0.66,GER,"MF,FW",20,2004,7.6,1,11,5,45.5,1.44,0.66,0.09,0.2,0,0,GER,"MF,FW",20,2004,7.6,0,0,0,7,12,1,29,2,8,,,0
ENG-Premier League,2425,Brighton,Danny Welbeck,ENG,FW,33,1990,30,24,2115,23.5,10,4,14,9,1,1,5,0,0.43,0.17,0.6,0.38,0.55,ENG,FW,33,1990,23.5,10,60,24,40.0,2.55,1.02,0.15,0.38,1,1,ENG,FW,33,1990,23.5,5,0,0,11,23,4,3,5,16,,,0
ENG-Premier League,2425,Brighton,Evan Ferguson,IRL,FW,19,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,IRL,FW,19,2004,2.7,1,7,2,28.6,2.56,0.73,0.14,0.5,0,0,IRL,FW,19,2004,2.7,0,0,0,3,1,0,0,0,3,,,0
ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,"MF,FW",22,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43,FRA,"MF,FW",22,2002,18.4,5,50,12,24.0,2.72,0.65,0.1,0.42,0,0,FRA,"MF,FW",22,2002,18.4,2,0,0,34,45,7,9,11,14,,,0
ENG-Premier League,2425,Brighton,João Pedro,BRA,"FW,MF",22,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,0.46,0.28,0.74,0.23,0.51,BRA,"FW,MF",22,2001,21.6,10,47,20,42.6,2.17,0.92,0.11,0.25,5,5,BRA,"FW,MF",22,2001,21.6,4,1,0,27,45,2,22,8,12,,,0
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,"MF,FW",26,1997,27,9,921,10.2,3,2,5,3,0,0,2,0,0.29,0.2,0.49,0.29,0.49,FRA,"MF,FW",26,1997,10.2,3,25,12,48.0,2.44,1.17,0.12,0.25,0,0,FRA,"MF,FW",26,1997,10.2,2,0,0,16,11,3,6,7,8,,,0
ENG-Premier League,2425,Chelsea,Marc Guiu,ESP,FW,18,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,FW,18,2006,0.8,0,0,0,,0.0,0.0,,,0,0,ESP,FW,18,2006,0.8,0,0,0,0,0,0,0,0,1,,,0
ENG-Premier League,2425,Chelsea,Nicolas Jackson,SEN,FW,23,2001,30,28,2220,24.7,10,5,15,10,0,0,7,1,0.41,0.2,0.61,0.41,0.61,SEN,FW,23,2001,24.7,10,76,35,46.1,3.08,1.42,0.13,0.29,0,0,SEN,FW,23,2001,24.7,7,1,0,35,29,23,3,3,11,,,0
ENG-Premier League,2425,Chelsea,Pedro Neto,POR,"MF,FW",24,2000,35,24,2269,25.2,4,6,10,4,0,0,8,0,0.16,0.24,0.4,0.16,0.4,POR,"MF,FW",24,2000,25.2,4,59,17,28.8,2.34,0.67,0.07,0.24,0,0,POR,"MF,FW",24,2000,25.2,8,0,0,21,33,3,149,8,10,,,0
ENG-Premier League,2425,Chelsea,Shumaira Mheuka,ENG,FW,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,FW,16,2007,0.0,0,1,1,100.0,90.0,90.0,0.0,0.0,0,0,ENG,FW,16,2007,0.0,0,0,0,0,0,0,0,0,0,,,0
ENG-Premier League,2425,Chelsea,Tyrique George,ENG,FW,18,2006,8,1,183,2.0,1,1,2,1,0,0,1,0,0.49,0.49,0.98,0.49,0.98,ENG,FW,18,2006,2.0,1,3,1,33.3,1.48,0.49,0.33,1.0,0,0,ENG,FW,18,2006,2.0,1,0,0,3,0,2,3,2,0,,,0
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25,1999,29,9,1034,11.5,3,1,4,3,0,0,6,1,0.26,0.09,0.35,0.26,0.35,ENG,"FW,MF",25,1999,11.5,3,43,16,37.2,3.74,1.39,0.07,0.19,0,0,ENG,"FW,MF",25,1999,11.5,6,1,1,31,29,5,5,2,8,,,0
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27,1997,37,33,2648,29.4,14,2,16,12,2,2,2,0,0.48,0.07,0.54,0.41,0.48,FRA,FW,27,1997,29.4,14,69,33,47.8,2.35,1.12,0.17,0.36,2,2,FRA,FW,27,1997,29.4,2,0,0,27,29,22,26,2,12,,,0
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"DF,FW",31,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GHA,"DF,FW",31,1992,1.1,0,4,2,50.0,3.5,1.75,0.0,0.0,0,0,GHA,"DF,FW",31,1992,1.1,0,0,0,1,0,0,4,0,0,,,0
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",32,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GHA,"FW,MF",32,1991,0.2,0,1,0,0.0,4.29,0.0,0.0,,0,0,GHA,"FW,MF",32,1991,0.2,1,0,0,1,0,0,1,0,0,,,0
ENG-Premier League,2425,Crystal Palace,Matheus França,BRA,FW,20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,1.64,0.0,1.64,1.64,1.64,BRA,FW,20,2004,0.6,1,6,3,50.0,9.82,4.91,0.17,0.33,0,0,BRA,FW,20,2004,0.6,0,0,0,0,0,0,1,1,0,,,0
ENG-Premier League,2425,Everton,Armando Broja,ALB,FW,22,2001,10,4,334,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ALB,FW,22,2001,3.7,0,4,0,0.0,1.08,0.0,0.0,,0,0,ALB,FW,22,2001,3.7,1,0,0,6,4,3,1,1,1,,,0
ENG-Premier League,2425,Everton,Beto,GNB,FW,26,1998,30,15,1534,17.0,8,0,8,8,0,0,2,0,0.47,0.0,0.47,0.47,0.47,GNB,FW,26,1998,17.0,8,49,23,46.9,2.87,1.35,0.16,0.35,0,0,GNB,FW,26,1998,17.0,2,0,0,33,23,16,4,4,7,,,0
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27,1997,26,19,1609,17.9,3,1,4,3,0,0,2,0,0.17,0.06,0.22,0.17,0.22,ENG,FW,27,1997,17.9,3,50,20,40.0,2.8,1.12,0.06,0.15,0,0,ENG,FW,27,1997,17.9,2,0,0,27,23,27,6,7,7,,,0
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,"MF,FW",24,2000,33,29,2430,27.0,9,0,9,7,2,2,3,0,0.33,0.0,0.33,0.26,0.26,SEN,"MF,FW",24,2000,27.0,9,37,17,45.9,1.37,0.63,0.19,0.41,2,2,SEN,"MF,FW",24,2000,27.0,3,0,0,24,52,5,37,19,27,,,0
ENG-Premier League,2425,Everton,Jack Harrison,ENG,"MF,FW",27,1996,34,24,2076,23.1,1,0,1,1,0,0,0,0,0.04,0.0,0.04,0.04,0.04,ENG,"MF,FW",27,1996,23.1,1,29,7,24.1,1.26,0.3,0.03,0.14,0,0,ENG,"MF,FW",27,1996,23.1,0,0,0,13,28,4,131,9,23,,,0
ENG-Premier League,2425,Everton,Youssef Chermiti,POR,FW,20,2004,4,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,POR,FW,20,2004,0.5,0,3,1,33.3,6.0,2.0,0.0,0.0,0,0,POR,FW,20,2004,0.5,1,0,0,1,1,2,1,0,0,,,0
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,FW,29,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,BRA,FW,29,1995,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,0,0,BRA,FW,29,1995,0.2,0,0,0,0,2,0,0,0,0,,,0
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"MF,FW",27,1997,25,12,1162,12.9,6,1,7,6,0,0,2,0,0.46,0.08,0.54,0.46,0.54,WAL,"MF,FW",27,1997,12.9,6,43,17,39.5,3.33,1.32,0.14,0.35,0,0,WAL,"MF,FW",27,1997,12.9,2,0,0,12,22,1,41,6,15,,,0
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,"FW,MF",21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ENG,"FW,MF",21,2002,0.0,0,0,0,,0.0,0.0,,,0,0,ENG,"FW,MF",21,2002,0.0,0,0,0,1,0,0,0,0,0,,,0
